X_Value,Voltage_0,Voltage_1,Voltage_2,Voltage_3
79.83,7.568993,8.037857,1.400832,-4.265236
79.835,0.036342,8.032759,1.390633,-4.423269
79.84,7.574093,8.032759,1.403382,-4.385035
79.845,0.043992,8.025112,1.400832,-4.456405
79.85,0.036342,8.03021,1.405932,-4.555812
79.855,7.568993,8.032759,1.42123,-4.627182
79.86,0.033792,8.032759,1.393183,-4.586399
79.865,7.579193,8.025112,1.400832,-4.525225
79.87,0.038892,8.032759,1.403382,-4.4666
79.875,0.031242,8.037857,1.395733,-4.377388
79.88,7.579193,8.032759,1.390633,-4.461503
79.885,0.036342,8.025112,1.42123,-4.351899
79.89,7.568993,8.037857,1.400832,-4.4666
79.895,0.038892,8.032759,1.393183,-4.216806
79.9,0.038892,8.025112,1.395733,-4.359546
79.905,7.571543,8.032759,1.411031,-4.522677
79.91,0.033792,8.037857,1.395733,-4.476796
79.915,7.576643,8.032759,1.390633,-4.387584
79.92,0.036342,8.035308,1.398282,-4.390133
79.925,0.028692,8.037857,1.268246,-4.535421
79.93,7.574093,8.045504,1.382984,-4.558361
79.935,0.038892,8.042955,1.377884,-4.56091
79.94,7.579193,8.035308,1.360036,-4.555812
79.945,0.036342,8.042955,1.400832,-4.387584
79.95,0.028692,8.048053,1.400832,-4.413073
79.955,7.571543,8.048053,1.393183,-4.438562
79.96,0.038892,8.040406,1.431429,-4.502285
79.965,7.574093,8.042955,1.400832,-4.311116
79.97,0.031242,8.048053,1.395733,-4.219355
79.975,0.033792,8.040406,1.390633,-4.112301
79.98,7.579193,8.035308,1.413581,-4.667965
79.985,0.033792,8.040406,1.403382,-4.563459
79.99,7.571543,8.040406,1.393183,-4.481894
79.995,0.041442,8.037857,1.395733,-4.400328
80,0.041442,8.035308,1.400832,-4.367193
80.005,7.568993,8.048053,1.408481,-4.418171
80.01,0.033792,8.040406,1.398282,-4.576204
80.015,7.579193,8.035308,1.398282,-4.471698
80.02,0.036342,8.042955,1.400832,-4.400328
80.025,0.028692,8.048053,1.400832,-4.441111
80.03,7.579193,8.040406,1.52067,-4.362095
80.035,0.033792,8.037857,1.403382,-4.530323
80.04,7.576643,8.037857,1.528319,-4.318763
80.045,0.031242,8.048053,1.398282,-4.16073
80.05,0.033792,8.040406,1.469675,-4.094458
80.055,3.993916,8.035308,1.286094,-4.178573
80.06,0.033792,8.040406,1.451827,-4.563459
80.065,7.571543,8.048053,1.495172,-4.548166
80.07,0.041442,8.040406,1.42378,-4.545617
80.075,0.033792,8.035308,1.408481,-4.321312
80.08,0.242891,8.040406,1.390633,-4.181122
80.085,0.033792,8.048053,1.426329,-4.418171
80.09,7.576643,8.040406,1.411031,-4.418171
80.095,0.041442,8.035308,1.400832,-4.441111
80.1,0.033792,8.042955,1.400832,-4.367193
80.105,0.074592,8.048053,1.395733,-4.308567
80.11,0.033792,8.042955,1.393183,-4.311116
80.115,7.581743,8.035308,1.408481,-4.433464
80.12,0.033792,8.048053,1.411031,-4.140339
80.125,0.036342,8.040406,1.390633,-4.265236
80.13,0.066942,8.027661,1.393183,-4.2321
80.135,0.028692,8.037857,1.411031,-4.20916
80.14,7.574093,8.035308,1.390633,-4.622084
80.145,0.036342,8.025112,1.403382,-4.453856
80.15,0.031242,8.032759,1.400832,-4.660318
80.155,0.051642,8.032759,1.390633,-4.30347
80.16,0.038892,8.032759,1.398282,-4.339154
80.165,7.568993,8.032759,1.405932,-4.336606
80.17,0.033792,8.037857,1.393183,-4.188768
80.175,0.041442,8.032759,1.385534,-4.382486
80.18,0.046542,8.025112,1.395733,-4.262687
80.185,0.031242,8.032759,1.393183,-4.135241
80.19,7.579193,8.032759,1.398282,-4.155632
80.195,0.038892,8.025112,1.400832,-4.637378
80.2,0.028692,8.032759,1.393183,-4.400328
80.205,0.049092,8.037857,1.393183,-4.308567
80.21,0.036342,8.027661,1.400832,-4.30347
80.215,7.574093,8.037857,1.390633,-4.068969
80.22,0.041442,8.03021,1.395733,-4.346801
80.225,0.031242,8.035308,1.403382,-4.571106
80.23,0.043992,8.037857,1.390633,-4.670514
80.235,0.033792,8.035308,1.390633,-4.571106
80.24,7.574093,8.035308,1.400832,-3.984855
80.245,0.036342,8.037857,1.393183,-4.257589
80.25,0.036342,8.03021,1.645606,-4.135241
80.255,0.038892,8.035308,1.395733,-4.267785
80.26,0.033792,8.035308,1.400832,-4.308567
80.265,7.574093,8.025112,1.405932,-4.158181
80.27,0.038892,8.032759,1.400832,-4.290725
80.275,7.571543,8.03021,1.456926,-4.596595
80.28,0.043992,8.027661,1.398282,-4.464051
80.285,0.028692,8.032759,1.405932,-4.44366
80.29,7.574093,8.037857,1.393183,-4.316214
80.295,0.041442,8.035308,1.393183,-4.298372
80.3,7.576643,8.03021,1.405932,-4.624633
80.305,0.036342,8.035308,1.408481,-4.571106
80.31,0.036342,8.032759,1.482424,-4.532872
80.315,7.574093,8.027661,1.395733,-4.49209
80.32,0.031242,8.032759,1.411031,-4.056225
80.325,7.568993,8.035308,1.400832,-4.39778
80.33,0.043992,8.035308,1.449277,-4.27798
80.335,0.031242,8.03021,1.398282,-4.145437
80.34,7.574093,8.037857,1.398282,-4.155632
80.345,0.041442,8.025112,1.398282,-3.97211
80.35,7.568993,8.03021,1.400832,-4.629731
80.355,0.038892,8.032759,1.433979,-4.497187
80.36,0.038892,8.027661,1.474774,-4.599144
80.365,7.571543,8.032759,1.405932,-4.49209
80.37,0.033792,8.032759,1.398282,-4.42072
80.375,7.579193,8.025112,1.393183,-4.548166
80.38,0.038892,8.032759,1.426329,-4.44366
80.385,0.026142,8.037857,1.400832,-4.392682
80.39,7.574093,8.03021,1.390633,-4.464051
80.395,0.033792,8.027661,1.395733,-4.499736
80.4,7.566443,8.037857,1.398282,-4.339154
80.405,0.038892,8.032759,1.444178,-4.377388
80.41,0.041442,8.032759,1.390633,-4.181122
80.415,7.571543,8.025112,1.403382,-4.076616
80.42,0.036342,8.03021,1.398282,-4.170926
80.425,7.574093,8.037857,1.32944,-4.415622
80.43,0.043992,8.032759,1.347288,-4.512481
80.435,0.033792,8.025112,1.377884,-4.596595
80.44,7.568993,8.032759,1.398282,-4.594046
80.445,0.033792,8.037857,1.342188,-4.471698
80.45,7.581743,8.032759,1.400832,-4.502285
80.455,0.036342,8.025112,1.558916,-4.471698
80.46,0.031242,8.03021,1.385534,-4.474247
80.465,7.574093,8.037857,1.370235,-4.458954
80.47,0.036342,8.032759,1.390633,-4.461503
80.475,7.581743,8.027661,1.395733,-4.517579
80.48,0.038892,8.03021,1.400832,-4.359546
80.485,0.031242,8.035308,1.398282,-4.474247
80.49,7.574093,8.032759,1.398282,-4.130143
80.495,0.033792,8.035308,1.400832,-3.997599
80.5,7.568993,8.037857,1.395733,-4.367193
80.505,0.041442,8.03021,1.398282,-4.581302
80.51,0.033792,8.032759,1.472225,-4.601693
80.515,7.568993,8.037857,1.398282,-4.604242
80.52,0.033792,8.03021,1.390633,-4.650122
80.525,7.581743,8.025112,1.398282,-4.606791
80.53,0.038892,8.032759,1.441628,-4.430916
80.535,0.031242,8.037857,1.398282,-4.469149
80.54,7.579193,8.032759,1.265696,-4.484443
80.545,0.036342,8.032759,1.403382,-4.464051
80.55,7.574093,8.037857,1.441628,-4.341703
80.555,0.041442,8.032759,1.469675,-4.446209
80.56,0.033792,8.027661,1.42378,-4.642476
80.565,0.41884,8.035308,1.367686,-4.051127
80.57,0.036342,8.037857,1.400832,-4.224453
80.575,7.579193,8.032759,1.41613,-4.201513
80.58,0.036342,8.032759,1.408481,-4.591497
80.585,0.033792,8.037857,1.42378,-4.678161
80.59,1.329184,8.032759,1.347288,-4.629731
80.595,0.028692,8.032759,1.405932,-4.70365
80.6,7.571543,8.037857,1.390633,-4.616986
80.605,0.038892,8.032759,1.41868,-4.573655
80.61,0.028692,8.032759,1.400832,-4.520128
80.615,0.064392,8.032759,1.390633,-4.471698
80.62,0.041442,8.027661,1.395733,-4.446209
80.625,7.574093,8.03021,1.405932,-4.341703
80.63,0.031242,8.037857,1.390633,-4.390133
80.635,0.041442,8.025112,1.428879,-4.553264
80.64,0.049092,8.035308,1.398282,-4.122496
80.645,0.041442,8.027661,1.400832,-4.339154
80.65,7.568993,8.032759,1.398282,-4.402877
80.655,0.033792,8.027661,1.390633,-4.438562
80.66,0.036342,8.032759,1.400832,-4.512481
80.665,0.054192,8.037857,1.400832,-4.576204
80.67,0.041442,8.025112,1.400832,-4.573655
80.675,7.568993,8.032759,1.398282,-4.642476
80.68,0.041442,8.032759,1.405932,-4.555812
80.685,0.026142,8.03021,1.303942,-4.486992
80.69,0.051642,8.035308,1.390633,-4.479345
80.695,0.033792,8.027661,1.388083,-4.456405
80.7,7.571543,8.037857,1.395733,-4.354448
80.705,0.036342,8.037857,1.393183,-4.39778
80.71,0.041442,8.025112,1.41868,-4.49209
80.715,0.043992,8.032759,1.400832,-4.193866
80.72,0.033792,8.035308,1.395733,-4.438562
80.725,7.581743,8.027661,1.398282,-4.359546
80.73,0.036342,8.03021,1.403382,-4.474247
80.735,0.033792,8.037857,1.413581,-4.377388
80.74,0.043992,8.032759,1.395733,-4.461503
80.745,0.033792,8.032759,1.405932,-4.594046
80.75,7.568993,8.037857,1.395733,-4.604242
80.755,0.038892,8.027661,1.400832,-4.614438
80.76,0.033792,8.032759,1.403382,-4.469149
80.765,0.038892,8.037857,1.398282,-4.356997
80.77,0.036342,8.032759,1.398282,-4.402877
80.775,7.574093,8.035308,1.405932,-4.504834
80.78,0.033792,8.037857,1.403382,-4.407975
80.785,7.579193,8.03021,1.411031,-4.471698
80.79,0.036342,8.03021,1.398282,-4.219355
80.795,0.033792,8.035308,1.390633,-4.257589
80.8,7.581743,8.032759,1.525769,-4.568557
80.805,0.036342,8.032759,1.462026,-4.481894
80.81,7.571543,8.037857,1.530868,-4.4666
80.815,0.043992,8.025112,1.426329,-4.37229
80.82,0.033792,8.027661,1.482424,-4.553264
80.825,7.568993,8.037857,1.408481,-4.553264
80.83,0.036342,8.03021,1.411031,-4.532872
80.835,7.574093,8.025112,1.411031,-4.522677
80.84,0.031242,8.037857,1.405932,-4.441111
80.845,0.036342,8.032759,1.393183,-4.453856
80.85,7.579193,8.027661,1.400832,-4.436013
80.855,0.031242,8.037857,1.500272,-4.520128
80.86,7.574093,8.035308,1.395733,-4.362095
80.865,0.038892,8.025112,1.403382,-4.216806
80.87,0.031242,8.035308,1.398282,-4.099556
80.875,7.571543,8.032759,1.400832,-4.657769
80.88,0.038892,8.025112,1.395733,-4.530323
80.885,7.574093,8.032759,1.405932,-4.540519
80.89,0.041442,8.032759,1.393183,-4.39778
80.895,0.041442,8.027661,1.395733,-4.37229
80.9,7.568993,8.032759,1.400832,-4.402877
80.905,0.036342,8.032759,1.413581,-4.553264
80.91,7.579193,8.027661,1.400832,-4.458954
80.915,0.031242,8.027661,1.403382,-4.400328
80.92,0.028692,8.037857,1.319241,-4.453856
80.925,7.574093,8.032759,1.388083,-4.359546
80.93,0.033792,8.025112,1.403382,-4.550715
80.935,7.568993,8.032759,1.467125,-4.339154
80.94,0.038892,8.037857,1.388083,-4.153083
80.945,0.036342,8.032759,1.395733,-4.13779
80.95,7.571543,8.032759,1.403382,-4.188768
80.955,0.033792,8.040406,1.428879,-4.563459
80.96,7.579193,8.032759,1.395733,-4.553264
80.965,0.031242,8.032759,1.398282,-4.553264
80.97,0.038892,8.032759,1.398282,-4.379937
80.975,7.566443,8.03021,1.393183,-4.178573
80.98,0.041442,8.032759,1.446727,-4.441111
80.985,7.574093,8.035308,1.41868,-4.402877
80.99,0.038892,8.032759,1.390633,-4.481894
80.995,0.033792,8.035308,1.403382,-4.377388
81,7.574093,8.03021,1.411031,-4.316214
81.005,0.033792,8.027661,1.400832,-4.257589
81.01,7.574093,8.037857,1.403382,-4.423269
81.015,0.043992,8.032759,1.395733,-4.262687
81.02,0.031242,8.032759,1.395733,-4.30347
81.025,7.579193,8.032759,1.505371,-4.262687
81.03,0.031242,8.035308,1.431429,-4.158181
81.035,7.574093,8.032759,1.390633,-4.60934
81.04,0.033792,8.027661,1.502821,-4.430916
81.045,0.028692,8.037857,1.431429,-4.576204
81.05,0.791137,8.025112,1.408481,-4.405426
81.055,0.038892,8.032759,1.454376,-4.34935
81.06,7.574093,8.035308,1.405932,-4.34935
81.065,0.033792,8.032759,1.42123,-4.211709
81.07,0.033792,8.035308,1.393183,-4.379937
81.075,0.094992,8.025112,1.398282,-4.270334
81.08,0.033792,8.037857,1.398282,-4.091909
81.085,7.579193,8.025112,1.398282,-4.168377
81.09,0.031242,8.037857,1.398282,-4.614438
81.095,0.038892,8.025112,1.395733,-4.405426
81.1,0.064392,8.032759,1.400832,-4.316214
81.105,0.033792,8.032759,1.411031,-4.298372
81.11,7.574093,8.032759,1.403382,-4.181122
81.115,0.031242,8.035308,1.395733,-4.311116
81.12,0.038892,8.027661,1.398282,-4.591497
81.125,0.046542,8.032759,1.428879,-4.685807
81.13,0.036342,8.032759,1.390633,-4.583851
81.135,7.579193,8.032759,1.393183,-3.984855
81.14,0.036342,8.032759,1.405932,-4.239747
81.145,0.028692,8.037857,1.377884,-4.107203
81.15,0.051642,8.03021,1.388083,-4.260138
81.155,0.038892,8.027661,1.395733,-4.318763
81.16,7.571543,8.032759,1.395733,-4.186219
81.165,0.033792,8.032759,1.390633,-4.242296
81.17,0.038892,8.027661,1.398282,-4.647574
81.175,0.041442,8.037857,1.42378,-4.364644
81.18,0.036342,8.032759,1.393183,-4.438562
81.185,7.579193,8.025112,1.395733,-4.328959
81.19,0.031242,8.032759,1.398282,-4.318763
81.195,0.038892,8.032759,1.395733,-4.614438
81.2,0.036342,8.032759,1.41868,-4.553264
81.205,0.033792,8.03021,1.441628,-4.520128
81.21,7.574093,8.032759,1.405932,-4.469149
81.215,0.028692,8.037857,1.390633,-4.084263
81.22,7.538393,8.025112,1.525769,-4.405426
81.225,0.036342,8.037857,1.551266,-4.272883
81.23,0.041442,8.025112,1.398282,-4.16073
81.235,7.568993,8.032759,1.393183,-4.147986
81.24,0.041442,8.032759,1.398282,-4.112301
81.245,7.574093,8.027661,1.441628,-4.604242
81.25,0.041442,8.037857,1.431429,-4.51503
81.255,0.041442,8.032759,1.482424,-4.601693
81.26,7.571543,8.03021,1.400832,-4.494638
81.265,0.038892,8.037857,1.541067,-4.418171
81.27,7.571543,8.027661,1.41613,-4.540519
81.275,0.031242,8.03021,1.482424,-4.413073
81.28,0.036342,8.037857,1.405932,-4.502285
81.285,7.579193,8.025112,1.441628,-4.461503
81.29,0.031242,8.025112,1.408481,-4.522677
81.295,7.574093,8.037857,1.393183,-4.364644
81.3,0.041442,8.032759,1.451827,-4.344252
81.305,0.036342,8.027661,1.405932,-4.242296
81.31,7.574093,8.037857,1.393183,-4.051127
81.315,0.041442,8.032759,1.398282,-4.135241
81.32,7.576643,8.025112,1.403382,-4.385035
81.325,0.038892,8.03021,1.510471,-4.543068
81.33,0.033792,8.032759,1.472225,-4.606791
81.335,7.571543,8.032759,1.403382,-4.596595
81.34,0.036342,8.037857,1.395733,-4.469149
81.345,7.579193,8.035308,1.469675,-4.486992
81.35,0.036342,8.027661,1.492622,-4.430916
81.355,0.028692,8.032759,1.393183,-4.484443
81.36,7.579193,8.032759,1.398282,-4.464051
81.365,0.033792,8.027661,1.405932,-4.464051
81.37,7.571543,8.037857,1.446727,-4.51503
81.375,0.041442,8.03021,1.42378,-4.359546
81.38,0.041442,8.027661,1.388083,-4.461503
81.385,7.571543,8.03021,1.354937,-4.140339
81.39,0.033792,8.037857,1.365136,-3.921132
81.395,7.576643,8.027661,1.390633,-4.379937
81.4,0.031242,8.03021,1.390633,-4.606791
81.405,0.033792,8.032759,1.411031,-4.624633
81.41,7.584293,8.032759,1.388083,-4.601693
81.415,0.036342,8.032759,1.400832,-4.634829
81.42,7.568993,8.035308,1.400832,-4.596595
81.425,0.038892,8.032759,1.459476,-4.540519
81.43,0.033792,8.032759,1.395733,-4.51503
81.435,7.571543,8.027661,1.400832,-4.51503
81.44,0.031242,8.032759,1.400832,-4.484443
81.445,7.574093,8.032759,1.398282,-4.359546
81.45,0.041442,8.027661,1.411031,-4.425818
81.455,0.033792,8.032759,1.403382,-4.650122
81.46,7.571543,8.037857,1.395733,-4.063871
81.465,0.038892,8.025112,1.398282,-4.196415
81.47,7.574093,8.032759,1.433979,-4.270334
81.475,0.038892,8.032759,1.390633,-4.594046
81.48,0.033792,8.025112,1.400832,-4.652671
81.485,7.568993,8.035308,1.408481,-4.634829
81.49,0.036342,8.032759,1.393183,-4.662867
81.495,7.576643,8.032759,1.393183,-4.601693
81.5,0.036342,8.032759,1.405932,-4.568557
81.505,0.028692,8.037857,1.398282,-4.543068
81.51,0.571839,8.032759,1.375335,-4.456405
81.515,0.041442,8.025112,1.459476,-4.458954
81.52,7.568993,8.035308,1.408481,-4.341703
81.525,0.036342,8.032759,1.395733,-4.382486
81.53,0.038892,8.025112,1.400832,-4.553264
81.535,0.097542,8.040406,1.400832,-4.150535
81.54,0.033792,8.032759,1.393183,-4.32641
81.545,7.574093,8.025112,1.42378,-4.402877
81.55,0.031242,8.037857,1.400832,-4.438562
81.555,0.041442,8.032759,1.395733,-4.525225
81.56,0.135791,8.032759,1.390633,-4.586399
81.565,0.033792,8.03021,1.393183,-4.548166
81.57,7.579193,8.025112,1.398282,-4.642476
81.575,0.031242,8.035308,1.408481,-4.553264
81.58,0.041442,8.032759,1.393183,-4.479345
81.585,0.056742,8.027661,1.405932,-4.471698
81.59,0.033792,8.037857,1.390633,-4.484443
81.595,7.579193,8.025112,1.395733,-4.359546
81.6,0.033792,8.037857,1.398282,-4.37229
81.605,0.033792,8.032759,1.393183,-4.509932
81.61,0.054192,8.027661,1.403382,-4.196415
81.615,0.031242,8.032759,1.395733,-4.346801
81.62,7.579193,8.032759,1.395733,-4.37229
81.625,0.036342,8.032759,1.405932,-4.481894
81.63,0.031242,8.037857,1.400832,-4.362095
81.635,0.056742,8.027661,1.393183,-4.486992
81.64,0.031242,8.032759,1.398282,-4.629731
81.645,7.571543,8.037857,1.357487,-4.594046
81.65,0.036342,8.025112,1.337089,-4.611889
81.655,0.028692,8.037857,1.365136,-4.512481
81.66,0.041442,8.032759,1.388083,-4.481894
81.665,0.041442,8.027661,1.398282,-4.428367
81.67,7.568993,8.035308,1.403382,-4.517579
81.675,0.036342,8.032759,1.42378,-4.405426
81.68,0.038892,8.027661,1.395733,-4.471698
81.685,0.038892,8.037857,1.395733,-4.2321
81.69,0.036342,8.037857,1.393183,-4.125045
81.695,7.574093,8.025112,1.400832,-4.596595
81.7,0.028692,8.032759,1.398282,-4.481894
81.705,0.041442,8.037857,1.393183,-4.484443
81.71,0.043992,8.025112,1.405932,-4.379937
81.715,0.033792,8.037857,1.390633,-4.543068
81.72,7.571543,8.032759,1.405932,-4.527774
81.725,0.033792,8.032759,1.403382,-4.553264
81.73,0.028692,8.050602,1.622659,-4.484443
81.735,0.038892,8.035308,1.395733,-4.461503
81.74,0.033792,8.032759,1.400832,-4.4666
81.745,7.574093,8.03021,1.393183,-4.42072
81.75,0.036342,8.025112,1.456926,-4.507383
81.755,7.568993,8.03021,1.51302,-4.400328
81.76,0.041442,8.037857,1.456926,-4.201513
81.765,0.036342,8.032759,1.41868,-4.074067
81.77,7.574093,8.025112,1.426329,-4.599144
81.775,0.028692,8.032759,1.400832,-4.532872
81.78,7.581743,8.03021,1.428879,-4.520128
81.785,0.033792,8.032759,1.405932,-4.379937
81.79,0.041442,8.032759,1.403382,-4.385035
81.795,7.574093,8.032759,1.400832,-4.382486
81.8,0.031242,8.037857,1.400832,-4.530323
81.805,7.581743,8.027661,1.400832,-4.532872
81.81,0.033792,8.037857,1.400832,-4.400328
81.815,0.036342,8.032759,1.390633,-4.474247
81.82,7.574093,8.032759,1.403382,-4.356997
81.825,0.031242,8.037857,1.400832,-4.512481
81.83,7.579193,8.025112,1.449277,-4.32641
81.835,0.038892,8.035308,1.400832,-4.145437
81.84,0.036342,8.037857,1.390633,-4.158181
81.845,7.579193,8.03021,1.400832,-4.188768
81.85,0.031242,8.032759,1.408481,-4.555812
81.855,7.574093,8.037857,1.390633,-4.553264
81.86,0.038892,8.027661,1.400832,-4.543068
81.865,0.031242,8.032759,1.400832,-4.400328
81.87,7.579193,8.037857,1.390633,-4.132692
81.875,0.033792,8.027661,1.296293,-4.458954
81.88,7.568993,8.032759,1.42378,-4.407975
81.885,0.038892,8.032759,1.349837,-4.4666
81.89,0.036342,8.032759,1.393183,-4.379937
81.895,7.571543,8.035308,1.393183,-4.30347
81.9,0.041442,8.027661,1.390633,-4.242296
81.905,7.574093,8.032759,1.403382,-4.37229
81.91,0.038892,8.035308,1.393183,-4.275432
81.915,0.041442,8.027661,1.395733,-4.300921
81.92,7.571543,8.032759,1.400832,-4.293274
81.925,0.031242,8.037857,1.400832,-4.127594
81.93,7.579193,8.032759,1.398282,-4.586399
81.935,0.038892,8.025112,1.400832,-4.402877
81.94,0.031242,8.03021,1.395733,-4.657769
81.945,7.574093,8.035308,1.393183,-4.44366
81.95,0.041442,8.027661,1.398282,-4.334057
81.955,7.574093,8.032759,1.428879,-4.351899
81.96,0.031242,8.035308,1.395733,-4.191317
81.965,0.036342,8.032759,1.390633,-4.344252
81.97,7.571543,8.027661,1.403382,-4.227002
81.975,0.028692,8.032759,1.405932,-4.046029
81.98,7.574093,8.032759,1.393183,-4.132692
81.985,0.043992,8.027661,1.400832,-4.563459
81.99,0.028692,8.037857,1.400832,-4.390133
81.995,7.574093,8.032759,1.352387,-4.300921
82,0.041442,8.027661,1.564015,-4.288176
82.005,7.574093,8.032759,1.403382,-4.198964
82.01,0.031242,8.035308,1.451827,-4.295823
82.015,0.038892,8.025112,1.411031,-4.601693
82.02,0.462189,8.032759,1.390633,-4.680709
82.025,0.033792,8.037857,1.42378,-4.578753
82.03,7.574093,8.025112,1.411031,-4.023089
82.035,0.031242,8.037857,1.400832,-4.193866
82.04,0.033792,8.032759,1.390633,-4.11485
82.045,0.082242,8.03021,1.395733,-4.249942
82.05,0.028692,8.037857,1.403382,-4.308567
82.055,7.579193,8.032759,1.405932,-4.18367
82.06,0.033792,8.032759,1.400832,-4.178573
82.065,0.031242,8.032759,1.398282,-4.616986
82.07,0.069492,8.032759,1.41868,-4.494638
82.075,0.033792,8.025112,1.436528,-4.441111
82.08,7.568993,8.037857,1.393183,-4.341703
82.085,0.041442,8.032759,1.390633,-4.321312
82.09,0.033792,8.025112,1.400832,-4.599144
82.095,0.051642,8.032759,1.400832,-4.545617
82.1,0.028692,8.037857,1.428879,-4.461503
82.105,7.579193,8.032759,1.395733,-4.461503
82.11,0.036342,8.025112,1.403382,-4.097007
82.115,0.031242,8.032759,1.380434,-4.390133
82.12,0.051642,8.032759,1.444178,-4.262687
82.125,0.033792,8.032759,1.413581,-4.173475
82.13,7.574093,8.037857,1.395733,-4.099556
82.135,0.041442,8.027661,1.393183,-4.084263
82.14,0.033792,8.032759,1.400832,-4.555812
82.145,0.038892,8.037857,1.431429,-4.51503
82.15,0.041442,8.025112,1.456926,-4.604242
82.155,7.571543,8.027661,1.398282,-4.410524
82.16,0.031242,8.037857,1.395733,-4.390133
82.165,0.033792,8.032759,1.400832,-4.520128
82.17,0.041442,8.025112,1.479874,-4.430916
82.175,0.028692,8.037857,1.400832,-4.522677
82.18,7.574093,8.032759,1.390633,-4.461503
82.185,0.036342,8.025112,1.403382,-4.543068
82.19,0.031242,8.035308,1.571664,-4.39778
82.195,0.043992,8.037857,1.42123,-4.298372
82.2,0.036342,8.025112,1.530868,-4.267785
82.205,7.574093,8.037857,1.400832,-4.012893
82.21,0.041442,8.032759,1.398282,-4.153083
82.215,7.571543,8.032759,1.446727,-4.318763
82.22,0.038892,8.032759,1.436528,-4.586399
82.225,0.036342,8.025112,1.505371,-4.604242
82.23,7.568993,8.032759,1.400832,-4.581302
82.235,0.033792,8.037857,1.390633,-4.512481
82.24,7.579193,8.032759,1.398282,-4.430916
82.245,0.041442,8.025112,1.620109,-4.486992
82.25,0.028692,8.032759,1.428879,-4.494638
82.255,7.574093,8.035308,1.490073,-4.479345
82.26,0.041442,8.032759,1.400832,-4.461503
82.265,7.574093,8.025112,1.451827,-4.509932
82.27,0.036342,8.032759,1.431429,-4.367193
82.275,0.041442,8.037857,1.390633,-4.469149
82.28,7.576643,8.032759,1.400832,-4.153083
82.285,0.033792,8.035308,1.405932,-3.931328
82.29,7.568993,8.037857,1.400832,-4.359546
82.295,0.038892,8.032759,1.390633,-4.583851
82.3,0.041442,8.027661,1.451827,-4.642476
82.305,7.568993,8.037857,1.41868,-4.583851
82.31,0.036342,8.032759,1.390633,-4.573655
82.315,7.576643,8.032759,1.398282,-4.548166
82.32,0.031242,8.032759,1.564015,-4.545617
82.325,0.033792,8.037857,1.393183,-4.494638
82.33,7.579193,8.032759,1.398282,-4.502285
82.335,0.033792,8.025112,1.403382,-4.471698
82.34,7.568993,8.032759,1.32179,-4.369741
82.345,0.031242,8.03021,1.370235,-4.395231
82.35,0.036342,8.032759,1.377884,-4.63228
82.355,7.579193,8.03021,1.296293,-4.040931
82.36,0.033792,8.025112,1.32434,-4.109752
82.365,7.576643,8.035308,1.390633,-4.295823
82.37,0.043992,8.035308,1.380434,-4.563459
82.375,0.033792,8.035308,1.380434,-4.634829
82.38,7.568993,8.032759,1.367686,-4.60934
82.385,0.036342,8.032759,1.382984,-4.665416
82.39,7.574093,8.025112,1.372785,-4.558361
82.395,0.028692,8.03021,1.413581,-4.548166
82.4,0.041442,8.032759,1.393183,-4.512481
82.405,7.574093,8.032759,1.400832,-4.517579
82.41,0.036342,8.037857,1.398282,-4.453856
82.415,7.579193,8.025112,1.398282,-4.308567
82.42,0.031242,8.027661,1.403382,-4.39778
82.425,0.036342,8.040406,1.403382,-4.532872
82.43,7.581743,8.035308,1.393183,-4.153083
82.435,0.036342,8.025112,1.400832,-4.285627
82.44,7.571543,8.025112,1.405932,-4.415622
82.445,0.036342,8.035308,1.411031,-4.42072
82.45,0.041442,8.032759,1.393183,-4.527774
82.455,7.571543,8.032759,1.400832,-4.622084
82.46,0.031242,8.037857,1.395733,-4.522677
82.465,7.571543,8.032759,1.393183,-4.634829
82.47,0.033792,8.027661,1.51812,-4.527774
82.475,0.028692,8.032759,1.400832,-4.359546
82.48,2.504726,8.032759,1.375335,-4.49209
82.485,0.036342,8.037857,1.393183,-4.522677
82.49,7.579193,8.032759,1.408481,-4.37229
82.495,0.031242,8.032759,1.411031,-4.362095
82.5,0.036342,8.037857,1.398282,-4.540519
82.505,0.163841,8.032759,1.428879,-4.198964
82.51,0.031242,8.025112,1.403382,-4.341703
82.515,7.576643,8.037857,1.400832,-4.418171
82.52,0.041442,8.032759,1.405932,-4.479345
82.525,0.031242,8.032759,1.400832,-4.364644
82.53,0.265841,8.035308,1.380434,-4.525225
82.535,0.041442,8.027661,1.398282,-4.629731
82.54,7.566443,8.037857,1.398282,-4.616986
82.545,0.038892,8.032759,1.42378,-4.576204
82.55,0.031242,8.032759,1.403382,-4.543068
82.555,0.051642,8.037857,1.390633,-4.499736
82.56,0.041442,8.027661,1.395733,-4.425818
82.565,7.568993,8.03021,1.400832,-4.51503
82.57,0.036342,8.037857,1.400832,-4.42072
82.575,0.033792,8.027661,1.405932,-4.453856
82.58,0.043992,8.032759,1.395733,-4.234649
82.585,0.041442,8.032759,1.400832,-4.206611
82.59,7.568993,8.032759,1.411031,-4.596595
82.595,0.041442,8.032759,1.390633,-4.497187
82.6,0.033792,8.025112,1.403382,-4.471698
82.605,0.046542,8.035308,1.398282,-4.364644
82.61,0.041442,8.032759,1.398282,-4.522677
82.615,7.576643,8.027661,1.360036,-4.517579
